Ticket_id,Team_1,Team_2,Venue,Stage,Importance,Seat_Type,Days_until_match,Base_Price,Tickets_Sold,Year,Seat_Multiplier,Base_Price_Base,Importance_Factor,Days_Factor,Sales_Factor,Base_Price_Reconstructed,Importance_Num,Stage_Num,Venue_Num,Team1_Num,Team2_Num
346,Poland,Argentina,Stadium 974,Group Stage,low,Gold,3,619,0.48,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,7,26,1
347,Poland,Argentina,Stadium 974,Group Stage,low,Gold,5,619,0.39,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,7,26,1
348,Poland,Argentina,Stadium 974,Group Stage,low,Gold,7,619,0.43,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,7,26,1
349,Poland,Argentina,Stadium 974,Group Stage,low,Diamond,3,825,0.21,2022,3.0,275.0,0.0,0.2,0.1,,3,1,7,26,1
350,Poland,Argentina,Stadium 974,Group Stage,low,Diamond,5,825,0.23,2022,3.0,275.0,0.0,0.1,0.1,,3,1,7,26,1
351,Poland,Argentina,Stadium 974,Group Stage,low,Diamond,7,825,0.34,2022,3.0,275.0,0.0,0.0,0.1,,3,1,7,26,1
352,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Bronze,3,259,0.32,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,6,30,22
353,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Bronze,5,259,0.4,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,6,30,22
354,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Bronze,7,259,0.3,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,6,30,22
355,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Gold,3,619,0.26,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,6,30,22
356,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Gold,5,619,0.49,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,6,30,22
357,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Gold,7,619,0.21,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,6,30,22
358,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Diamond,3,825,0.23,2022,3.0,275.0,0.0,0.2,0.1,,3,1,6,30,22
359,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Diamond,5,825,0.24,2022,3.0,275.0,0.0,0.1,0.1,,3,1,6,30,22
360,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Diamond,7,825,0.42,2022,3.0,275.0,0.0,0.0,0.1,,3,1,6,30,22
361,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,3,259,0.4,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,0,8,3
362,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,5,259,0.36,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,0,8,3
363,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,7,259,0.36,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,0,8,3
364,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Gold,3,619,0.46,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,0,8,3
365,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Gold,5,619,0.42,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,0,8,3
366,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Gold,7,619,0.41,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,0,8,3
367,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,3,825,0.44,2022,3.0,275.0,0.0,0.2,0.1,,3,1,0,8,3
368,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,5,825,0.36,2022,3.0,275.0,0.0,0.1,0.1,,3,1,0,8,3
369,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,7,825,0.45,2022,3.0,275.0,0.0,0.0,0.1,,3,1,0,8,3
370,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,3,259,0.31,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,3,5,23
371,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,5,259,0.49,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,3,5,23
372,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,7,259,0.3,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,3,5,23
373,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Gold,3,619,0.27,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,3,5,23
374,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Gold,5,619,0.26,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,3,5,23
375,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Gold,7,619,0.46,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,3,5,23
376,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,3,825,0.34,2022,3.0,275.0,0.0,0.2,0.1,,3,1,3,5,23
377,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,5,825,0.37,2022,3.0,275.0,0.0,0.1,0.1,,3,1,3,5,23
378,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,7,825,0.38,2022,3.0,275.0,0.0,0.0,0.1,,3,1,3,5,23
379,Japan,Spain,Khalifa International,Group Stage,low,Bronze,3,259,0.35,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,5,18,37
380,Japan,Spain,Khalifa International,Group Stage,low,Bronze,5,259,0.26,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,5,18,37
381,Japan,Spain,Khalifa International,Group Stage,low,Bronze,7,259,0.38,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,5,18,37
382,Japan,Spain,Khalifa International,Group Stage,low,Gold,3,619,0.28,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,5,18,37
383,Japan,Spain,Khalifa International,Group Stage,low,Gold,5,619,0.26,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,5,18,37
384,Japan,Spain,Khalifa International,Group Stage,low,Gold,7,619,0.48,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,5,18,37
385,Japan,Spain,Khalifa International,Group Stage,low,Diamond,3,825,0.37,2022,3.0,275.0,0.0,0.2,0.1,,3,1,5,18,37
386,Japan,Spain,Khalifa International,Group Stage,low,Diamond,5,825,0.24,2022,3.0,275.0,0.0,0.1,0.1,,3,1,5,18,37
387,Japan,Spain,Khalifa International,Group Stage,low,Diamond,7,825,0.34,2022,3.0,275.0,0.0,0.0,0.1,,3,1,5,18,37
388,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Bronze,3,259,0.26,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,1,7,16
389,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Bronze,5,259,0.36,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,1,7,16
390,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Bronze,7,259,0.33,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,1,7,16
391,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Gold,3,619,0.23,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,1,7,16
392,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Gold,5,619,0.47,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,1,7,16
393,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Gold,7,619,0.4,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,1,7,16
394,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Diamond,3,825,0.3,2022,3.0,275.0,0.0,0.2,0.1,,3,1,1,7,16
395,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Diamond,5,825,0.45,2022,3.0,275.0,0.0,0.1,0.1,,3,1,1,7,16
396,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Diamond,7,825,0.36,2022,3.0,275.0,0.0,0.0,0.1,,3,1,1,7,16
397,South Korea,Portugal,Education City Stadium,Group Stage,low,Bronze,3,259,0.24,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,4,33,29
398,South Korea,Portugal,Education City Stadium,Group Stage,low,Bronze,5,259,0.37,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,4,33,29
399,South Korea,Portugal,Education City Stadium,Group Stage,low,Bronze,7,259,0.33,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,4,33,29
400,South Korea,Portugal,Education City Stadium,Group Stage,low,Gold,3,619,0.45,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,4,33,29
401,South Korea,Portugal,Education City Stadium,Group Stage,low,Gold,5,619,0.45,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,4,33,29
402,South Korea,Portugal,Education City Stadium,Group Stage,low,Gold,7,619,0.4,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,4,33,29
403,South Korea,Portugal,Education City Stadium,Group Stage,low,Diamond,3,825,0.42,2022,3.0,275.0,0.0,0.2,0.1,,3,1,4,33,29
404,South Korea,Portugal,Education City Stadium,Group Stage,low,Diamond,5,825,0.34,2022,3.0,275.0,0.0,0.1,0.1,,3,1,4,33,29
405,South Korea,Portugal,Education City Stadium,Group Stage,low,Diamond,7,825,0.31,2022,3.0,275.0,0.0,0.0,0.1,,3,1,4,33,29
406,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Bronze,3,259,0.49,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,2,15,42
407,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Bronze,5,259,0.2,2022,1.0,259.0,0.0,0.1,0.0,284.90000000000003,3,1,2,15,42
408,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Bronze,7,259,0.34,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,2,15,42
409,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Gold,3,619,0.44,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,2,15,42
410,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Gold,5,619,0.26,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,2,15,42
411,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Gold,7,619,0.34,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,2,15,42
412,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Diamond,3,825,0.24,2022,3.0,275.0,0.0,0.2,0.1,,3,1,2,15,42
413,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Diamond,5,825,0.37,2022,3.0,275.0,0.0,0.1,0.1,,3,1,2,15,42
414,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Diamond,7,825,0.24,2022,3.0,275.0,0.0,0.0,0.1,,3,1,2,15,42
415,Serbia,Switzerland,Stadium 974,Group Stage,low,Bronze,3,259,0.26,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,7,32,39
416,Serbia,Switzerland,Stadium 974,Group Stage,low,Bronze,5,259,0.4,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,7,32,39
417,Serbia,Switzerland,Stadium 974,Group Stage,low,Bronze,7,259,0.42,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,7,32,39
418,Serbia,Switzerland,Stadium 974,Group Stage,low,Gold,3,619,0.48,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,7,32,39
419,Serbia,Switzerland,Stadium 974,Group Stage,low,Gold,5,619,0.46,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,7,32,39
420,Serbia,Switzerland,Stadium 974,Group Stage,low,Gold,7,619,0.25,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,7,32,39
421,Serbia,Switzerland,Stadium 974,Group Stage,low,Diamond,3,825,0.26,2022,3.0,275.0,0.0,0.2,0.1,,3,1,7,32,39
422,Serbia,Switzerland,Stadium 974,Group Stage,low,Diamond,5,825,0.31,2022,3.0,275.0,0.0,0.1,0.1,,3,1,7,32,39
423,Serbia,Switzerland,Stadium 974,Group Stage,low,Diamond,7,825,0.26,2022,3.0,275.0,0.0,0.0,0.1,,3,1,7,32,39
424,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Bronze,3,259,0.39,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,6,4,4
425,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Bronze,5,259,0.46,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,6,4,4
426,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Bronze,7,259,0.44,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,6,4,4
427,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Gold,3,619,0.37,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,6,4,4
428,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Gold,5,619,0.21,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,6,4,4
429,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Gold,7,619,0.29,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,6,4,4
430,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Diamond,3,825,0.45,2022,3.0,275.0,0.0,0.2,0.1,,3,1,6,4,4
431,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Diamond,5,825,0.37,2022,3.0,275.0,0.0,0.1,0.1,,3,1,6,4,4
432,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Diamond,7,825,0.28,2022,3.0,275.0,0.0,0.0,0.1,,3,1,6,4,4
433,Netherlands,USA,Khalifa International,Round of 16,Medium,Bronze,3,360,0.52,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,5,21,41
434,Netherlands,USA,Khalifa International,Round of 16,Medium,Bronze,5,360,0.46,2022,1.0,360.0,0.1,0.1,0.1,468.0000000000001,1,3,5,21,41
435,Netherlands,USA,Khalifa International,Round of 16,Medium,Bronze,7,360,0.47,2022,1.0,360.0,0.1,0.0,0.1,432.00000000000006,1,3,5,21,41
436,Netherlands,USA,Khalifa International,Round of 16,Medium,Gold,3,773,0.7,2022,2.0,386.5,0.1,0.2,0.2,579.75,1,3,5,21,41
437,Netherlands,USA,Khalifa International,Round of 16,Medium,Gold,5,773,0.41,2022,2.0,386.5,0.1,0.1,0.1,502.4500000000001,1,3,5,21,41
438,Netherlands,USA,Khalifa International,Round of 16,Medium,Gold,7,773,0.43,2022,2.0,386.5,0.1,0.0,0.1,463.80000000000007,1,3,5,21,41
439,Netherlands,USA,Khalifa International,Round of 16,Medium,Diamond,3,1031,0.6,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,5,21,41
440,Netherlands,USA,Khalifa International,Round of 16,Medium,Diamond,5,1031,0.54,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,5,21,41
441,Netherlands,USA,Khalifa International,Round of 16,Medium,Diamond,7,1031,0.56,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,5,21,41
442,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Bronze,3,360,0.67,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,0,0,2
443,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Bronze,5,360,0.43,2022,1.0,360.0,0.1,0.1,0.1,468.0000000000001,1,3,0,0,2
444,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Bronze,7,360,0.55,2022,1.0,360.0,0.1,0.0,0.2,468.0,1,3,0,0,2
445,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Gold,3,773,0.48,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,0,0,2
446,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Gold,5,773,0.48,2022,2.0,386.5,0.1,0.1,0.1,502.4500000000001,1,3,0,0,2
447,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Gold,7,773,0.61,2022,2.0,386.5,0.1,0.0,0.2,502.4500000000001,1,3,0,0,2
448,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Diamond,3,1031,0.72,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,0,0,2
449,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Diamond,5,1031,0.73,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,0,0,2
450,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Diamond,7,1031,0.59,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,0,0,2
451,France,Poland,Al Thumama Stadium,Round of 16,Medium,Bronze,3,360,0.59,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,3,13,28
452,France,Poland,Al Thumama Stadium,Round of 16,Medium,Bronze,5,360,0.42,2022,1.0,360.0,0.1,0.1,0.1,468.0000000000001,1,3,3,13,28
453,France,Poland,Al Thumama Stadium,Round of 16,Medium,Bronze,7,360,0.52,2022,1.0,360.0,0.1,0.0,0.2,468.0,1,3,3,13,28
454,France,Poland,Al Thumama Stadium,Round of 16,Medium,Gold,3,773,0.43,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,3,13,28
455,France,Poland,Al Thumama Stadium,Round of 16,Medium,Gold,5,773,0.52,2022,2.0,386.5,0.1,0.1,0.2,541.1,1,3,3,13,28
456,France,Poland,Al Thumama Stadium,Round of 16,Medium,Gold,7,773,0.52,2022,2.0,386.5,0.1,0.0,0.2,502.4500000000001,1,3,3,13,28
457,France,Poland,Al Thumama Stadium,Round of 16,Medium,Diamond,3,1031,0.54,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,3,13,28
458,France,Poland,Al Thumama Stadium,Round of 16,Medium,Diamond,5,1031,0.58,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,3,13,28
459,France,Poland,Al Thumama Stadium,Round of 16,Medium,Diamond,7,1031,0.69,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,3,13,28
460,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Bronze,3,360,0.6,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,1,12,33
461,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Bronze,5,360,0.47,2022,1.0,360.0,0.1,0.1,0.1,468.0000000000001,1,3,1,12,33
462,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Bronze,7,360,0.41,2022,1.0,360.0,0.1,0.0,0.1,432.00000000000006,1,3,1,12,33
463,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Gold,3,773,0.43,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,1,12,33
464,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Gold,5,773,0.73,2022,2.0,386.5,0.1,0.1,0.2,541.1,1,3,1,12,33
465,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Gold,7,773,0.42,2022,2.0,386.5,0.1,0.0,0.1,463.80000000000007,1,3,1,12,33
466,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Diamond,3,1031,0.68,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,1,12,33
467,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Diamond,5,1031,0.72,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,1,12,33
468,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Diamond,7,1031,0.69,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,1,12,33
469,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Bronze,3,360,0.5,2022,1.0,360.0,0.1,0.2,0.1,504.00000000000006,1,3,2,18,10
470,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Bronze,5,360,0.48,2022,1.0,360.0,0.1,0.1,0.1,468.0000000000001,1,3,2,18,10
471,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Bronze,7,360,0.51,2022,1.0,360.0,0.1,0.0,0.2,468.0,1,3,2,18,10
472,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Gold,3,773,0.51,2022,2.0,386.5,0.1,0.2,0.2,579.75,1,3,2,18,10
473,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Gold,5,773,0.65,2022,2.0,386.5,0.1,0.1,0.2,541.1,1,3,2,18,10
474,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Gold,7,773,0.62,2022,2.0,386.5,0.1,0.0,0.2,502.4500000000001,1,3,2,18,10
475,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Diamond,3,1031,0.68,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,2,18,10
476,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Diamond,5,1031,0.5,2022,3.0,343.6666666666667,0.1,0.1,0.1,,1,3,2,18,10
477,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Diamond,7,1031,0.45,2022,3.0,343.6666666666667,0.1,0.0,0.1,,1,3,2,18,10
478,Brazil,South Korea,Stadium 974,Round of 16,Medium,Bronze,3,360,0.73,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,7,3,36
479,Brazil,South Korea,Stadium 974,Round of 16,Medium,Bronze,5,360,0.69,2022,1.0,360.0,0.1,0.1,0.2,504.00000000000006,1,3,7,3,36
480,Brazil,South Korea,Stadium 974,Round of 16,Medium,Bronze,7,360,0.56,2022,1.0,360.0,0.1,0.0,0.2,468.0,1,3,7,3,36
481,Brazil,South Korea,Stadium 974,Round of 16,Medium,Gold,3,773,0.48,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,7,3,36
482,Brazil,South Korea,Stadium 974,Round of 16,Medium,Gold,5,773,0.61,2022,2.0,386.5,0.1,0.1,0.2,541.1,1,3,7,3,36
483,Brazil,South Korea,Stadium 974,Round of 16,Medium,Gold,7,773,0.67,2022,2.0,386.5,0.1,0.0,0.2,502.4500000000001,1,3,7,3,36
484,Brazil,South Korea,Stadium 974,Round of 16,Medium,Diamond,3,1031,0.6,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,7,3,36
485,Brazil,South Korea,Stadium 974,Round of 16,Medium,Diamond,5,1031,0.63,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,7,3,36
486,Brazil,South Korea,Stadium 974,Round of 16,Medium,Diamond,7,1031,0.64,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,7,3,36
487,Morocco,Spain,Education City Stadium,Round of 16,Medium,Bronze,3,360,0.75,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,4,20,37
488,Morocco,Spain,Education City Stadium,Round of 16,Medium,Bronze,5,360,0.69,2022,1.0,360.0,0.1,0.1,0.2,504.00000000000006,1,3,4,20,37
489,Morocco,Spain,Education City Stadium,Round of 16,Medium,Bronze,7,360,0.53,2022,1.0,360.0,0.1,0.0,0.2,468.0,1,3,4,20,37
490,Morocco,Spain,Education City Stadium,Round of 16,Medium,Gold,3,773,0.5,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,4,20,37
491,Morocco,Spain,Education City Stadium,Round of 16,Medium,Gold,5,773,0.63,2022,2.0,386.5,0.1,0.1,0.2,541.1,1,3,4,20,37
492,Morocco,Spain,Education City Stadium,Round of 16,Medium,Gold,7,773,0.4,2022,2.0,386.5,0.1,0.0,0.1,463.80000000000007,1,3,4,20,37
493,Morocco,Spain,Education City Stadium,Round of 16,Medium,Diamond,3,1031,0.49,2022,3.0,343.6666666666667,0.1,0.2,0.1,,1,3,4,20,37
494,Morocco,Spain,Education City Stadium,Round of 16,Medium,Diamond,5,1031,0.42,2022,3.0,343.6666666666667,0.1,0.1,0.1,,1,3,4,20,37
495,Morocco,Spain,Education City Stadium,Round of 16,Medium,Diamond,7,1031,0.6,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,4,20,37
496,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Bronze,3,360,0.56,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,6,27,39
497,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Bronze,5,360,0.64,2022,1.0,360.0,0.1,0.1,0.2,504.00000000000006,1,3,6,27,39
498,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Bronze,7,360,0.46,2022,1.0,360.0,0.1,0.0,0.1,432.00000000000006,1,3,6,27,39
499,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Gold,3,773,0.45,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,6,27,39
500,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Gold,5,773,0.47,2022,2.0,386.5,0.1,0.1,0.1,502.4500000000001,1,3,6,27,39
501,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Gold,7,773,0.53,2022,2.0,386.5,0.1,0.0,0.2,502.4500000000001,1,3,6,27,39
502,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Diamond,3,1031,0.58,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,6,27,39
503,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Diamond,5,1031,0.71,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,6,27,39
504,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Diamond,7,1031,0.53,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,6,27,39
505,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Bronze,3,773,0.74,2022,1.0,773.0,0.1,0.2,0.2,1159.5,1,2,4,8,4
506,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Bronze,5,773,0.81,2022,1.0,773.0,0.1,0.1,0.3,1159.5000000000002,1,2,4,8,4
507,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Bronze,7,773,0.68,2022,1.0,773.0,0.1,0.0,0.2,1004.9,1,2,4,8,4
508,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Gold,3,1080,0.88,2022,2.0,540.0,0.1,0.2,0.3,864.0,1,2,4,8,4
509,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Gold,5,1080,0.86,2022,2.0,540.0,0.1,0.1,0.3,810.0000000000001,1,2,4,8,4
510,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Gold,7,1080,0.72,2022,2.0,540.0,0.1,0.0,0.2,702.0,1,2,4,8,4
511,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Diamond,3,1598,0.75,2022,3.0,532.6666666666666,0.1,0.2,0.2,,1,2,4,8,4
512,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Diamond,5,1598,0.79,2022,3.0,532.6666666666666,0.1,0.1,0.3,,1,2,4,8,4
513,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Diamond,7,1598,0.75,2022,3.0,532.6666666666666,0.1,0.0,0.2,,1,2,4,8,4
514,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Bronze,3,773,0.63,2022,1.0,773.0,0.1,0.2,0.2,1159.5,1,2,6,21,1
515,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Bronze,5,773,0.76,2022,1.0,773.0,0.1,0.1,0.3,1159.5000000000002,1,2,6,21,1
