Ticket_id,Team_1,Team_2,Venue,Stage,Importance,Seat_Type,Days_until_match,Base_Price,Tickets_Sold,Year
613,Brazil,Mexico,TBD,Round of 16,medium,Bronze,3,360,0.59,2018
614,Brazil,Mexico,TBD,Round of 16,medium,Bronze,5,360,0.43,2018
615,Brazil,Mexico,TBD,Round of 16,medium,Bronze,7,360,0.54,2018
616,Brazil,Mexico,TBD,Round of 16,medium,Gold,3,773,0.43,2018
617,Brazil,Mexico,TBD,Round of 16,medium,Gold,5,773,0.46,2018
618,Brazil,Mexico,TBD,Round of 16,medium,Gold,7,773,0.52,2018
619,Brazil,Mexico,TBD,Round of 16,medium,Diamond,3,1031,0.48,2018
620,Brazil,Mexico,TBD,Round of 16,medium,Diamond,5,1031,0.57,2018
621,Brazil,Mexico,TBD,Round of 16,medium,Diamond,7,1031,0.49,2018
622,Belgium,Japan,TBD,Round of 16,medium,Bronze,3,360,0.71,2018
623,Belgium,Japan,TBD,Round of 16,medium,Bronze,5,360,0.68,2018
624,Belgium,Japan,TBD,Round of 16,medium,Bronze,7,360,0.42,2018
625,Belgium,Japan,TBD,Round of 16,medium,Gold,3,773,0.43,2018
626,Belgium,Japan,TBD,Round of 16,medium,Gold,5,773,0.57,2018
627,Belgium,Japan,TBD,Round of 16,medium,Gold,7,773,0.44,2018
628,Belgium,Japan,TBD,Round of 16,medium,Diamond,3,1031,0.42,2018
629,Belgium,Japan,TBD,Round of 16,medium,Diamond,5,1031,0.46,2018
630,Belgium,Japan,TBD,Round of 16,medium,Diamond,7,1031,0.43,2018
631,Sweden,Switzerland,TBD,Round of 16,medium,Bronze,3,360,0.44,2018
632,Sweden,Switzerland,TBD,Round of 16,medium,Bronze,5,360,0.47,2018
633,Sweden,Switzerland,TBD,Round of 16,medium,Bronze,7,360,0.63,2018
634,Sweden,Switzerland,TBD,Round of 16,medium,Gold,3,773,0.6,2018
635,Sweden,Switzerland,TBD,Round of 16,medium,Gold,5,773,0.68,2018
636,Sweden,Switzerland,TBD,Round of 16,medium,Gold,7,773,0.51,2018
637,Sweden,Switzerland,TBD,Round of 16,medium,Diamond,3,1031,0.6,2018
638,Sweden,Switzerland,TBD,Round of 16,medium,Diamond,5,1031,0.75,2018
639,Sweden,Switzerland,TBD,Round of 16,medium,Diamond,7,1031,0.67,2018
640,Colombia,England,TBD,Round of 16,medium,Bronze,3,360,0.48,2018
641,Colombia,England,TBD,Round of 16,medium,Bronze,5,360,0.56,2018
642,Colombia,England,TBD,Round of 16,medium,Bronze,7,360,0.73,2018
643,Colombia,England,TBD,Round of 16,medium,Gold,3,773,0.63,2018
644,Colombia,England,TBD,Round of 16,medium,Gold,5,773,0.73,2018
645,Colombia,England,TBD,Round of 16,medium,Gold,7,773,0.64,2018
646,Colombia,England,TBD,Round of 16,medium,Diamond,3,1031,0.51,2018
647,Colombia,England,TBD,Round of 16,medium,Diamond,5,1031,0.5,2018
648,Colombia,England,TBD,Round of 16,medium,Diamond,7,1031,0.55,2018
649,France,Uruguay,TBD,Quarter-finals,medium,Bronze,3,773,0.9,2018
650,France,Uruguay,TBD,Quarter-finals,medium,Bronze,5,773,0.76,2018
651,France,Uruguay,TBD,Quarter-finals,medium,Bronze,7,773,0.76,2018
652,France,Uruguay,TBD,Quarter-finals,medium,Gold,3,1080,0.69,2018
653,France,Uruguay,TBD,Quarter-finals,medium,Gold,5,1080,0.72,2018
654,France,Uruguay,TBD,Quarter-finals,medium,Gold,7,1080,0.72,2018
655,France,Uruguay,TBD,Quarter-finals,medium,Diamond,3,1598,0.75,2018
656,France,Uruguay,TBD,Quarter-finals,medium,Diamond,5,1598,0.73,2018
657,France,Uruguay,TBD,Quarter-finals,medium,Diamond,7,1598,0.68,2018
658,Brazil,Belgium,TBD,Quarter-finals,medium,Bronze,3,773,0.88,2018
659,Brazil,Belgium,TBD,Quarter-finals,medium,Bronze,5,773,0.75,2018
660,Brazil,Belgium,TBD,Quarter-finals,medium,Bronze,7,773,0.89,2018
661,Brazil,Belgium,TBD,Quarter-finals,medium,Gold,3,1080,0.89,2018
662,Brazil,Belgium,TBD,Quarter-finals,medium,Gold,5,1080,0.74,2018
663,Brazil,Belgium,TBD,Quarter-finals,medium,Gold,7,1080,0.62,2018
664,Brazil,Belgium,TBD,Quarter-finals,medium,Diamond,3,1598,0.66,2018
665,Brazil,Belgium,TBD,Quarter-finals,medium,Diamond,5,1598,0.74,2018
666,Brazil,Belgium,TBD,Quarter-finals,medium,Diamond,7,1598,0.71,2018
667,Sweden,England,TBD,Quarter-finals,medium,Bronze,3,773,0.83,2018
668,Sweden,England,TBD,Quarter-finals,medium,Bronze,5,773,0.9,2018
669,Sweden,England,TBD,Quarter-finals,medium,Bronze,7,773,0.88,2018
670,Sweden,England,TBD,Quarter-finals,medium,Gold,3,1080,0.71,2018
671,Sweden,England,TBD,Quarter-finals,medium,Gold,5,1080,0.76,2018
672,Sweden,England,TBD,Quarter-finals,medium,Gold,7,1080,0.85,2018
673,Sweden,England,TBD,Quarter-finals,medium,Diamond,3,1598,0.84,2018
674,Sweden,England,TBD,Quarter-finals,medium,Diamond,5,1598,0.81,2018
675,Sweden,England,TBD,Quarter-finals,medium,Diamond,7,1598,0.85,2018
676,Russia,Croatia,TBD,Quarter-finals,medium,Bronze,3,773,0.65,2018
677,Russia,Croatia,TBD,Quarter-finals,medium,Bronze,5,773,0.78,2018
678,Russia,Croatia,TBD,Quarter-finals,medium,Bronze,7,773,0.78,2018
679,Russia,Croatia,TBD,Quarter-finals,medium,Gold,3,1080,0.85,2018
680,Russia,Croatia,TBD,Quarter-finals,medium,Gold,5,1080,0.73,2018
681,Russia,Croatia,TBD,Quarter-finals,medium,Gold,7,1080,0.81,2018
682,Russia,Croatia,TBD,Quarter-finals,medium,Diamond,3,1598,0.85,2018
683,Russia,Croatia,TBD,Quarter-finals,medium,Diamond,5,1598,0.7,2018
684,Russia,Croatia,TBD,Quarter-finals,medium,Diamond,7,1598,0.67,2018
685,France,Belgium,TBD,Semi-finals,high,Bronze,3,1339,0.86,2018
686,France,Belgium,TBD,Semi-finals,high,Bronze,5,1339,0.87,2018
687,France,Belgium,TBD,Semi-finals,high,Bronze,7,1339,0.72,2018
688,France,Belgium,TBD,Semi-finals,high,Gold,3,2471,0.77,2018
689,France,Belgium,TBD,Semi-finals,high,Gold,5,2471,0.95,2018
690,France,Belgium,TBD,Semi-finals,high,Gold,7,2471,0.77,2018
691,France,Belgium,TBD,Semi-finals,high,Diamond,3,3585,0.8,2018
692,France,Belgium,TBD,Semi-finals,high,Diamond,5,3585,0.81,2018
693,France,Belgium,TBD,Semi-finals,high,Diamond,7,3585,0.94,2018
694,Croatia,England,TBD,Semi-finals,high,Bronze,3,1339,0.74,2018
695,Croatia,England,TBD,Semi-finals,high,Bronze,5,1339,0.82,2018
696,Croatia,England,TBD,Semi-finals,high,Bronze,7,1339,0.73,2018
697,Croatia,England,TBD,Semi-finals,high,Gold,3,2471,0.72,2018
698,Croatia,England,TBD,Semi-finals,high,Gold,5,2471,0.83,2018
699,Croatia,England,TBD,Semi-finals,high,Gold,7,2471,0.73,2018
700,Croatia,England,TBD,Semi-finals,high,Diamond,3,3585,0.83,2018
701,Croatia,England,TBD,Semi-finals,high,Diamond,5,3585,0.8,2018
702,Croatia,England,TBD,Semi-finals,high,Diamond,7,3585,0.94,2018
703,Belgium,England,TBD,Third Place Playoff,medium,Bronze,3,773,0.44,2018
704,Belgium,England,TBD,Third Place Playoff,medium,Bronze,5,773,0.44,2018
705,Belgium,England,TBD,Third Place Playoff,medium,Bronze,7,773,0.58,2018
706,Belgium,England,TBD,Third Place Playoff,medium,Gold,3,1133,0.62,2018
707,Belgium,England,TBD,Third Place Playoff,medium,Gold,5,1133,0.59,2018
708,Belgium,England,TBD,Third Place Playoff,medium,Gold,7,1133,0.62,2018
709,Belgium,England,TBD,Third Place Playoff,medium,Diamond,3,1598,0.42,2018
710,Belgium,England,TBD,Third Place Playoff,medium,Diamond,5,1598,0.4,2018
711,Belgium,England,TBD,Third Place Playoff,medium,Diamond,7,1598,0.36,2018
712,France,Croatia,TBD,Final,high,Bronze,3,2265,0.89,2018
713,France,Croatia,TBD,Final,high,Bronze,5,2265,0.92,2018
714,France,Croatia,TBD,Final,high,Bronze,7,2265,0.94,2018
715,France,Croatia,TBD,Final,high,Gold,3,3761,0.98,2018
716,France,Croatia,TBD,Final,high,Gold,5,3761,0.94,2018
717,France,Croatia,TBD,Final,high,Gold,7,3761,0.9,2018
718,France,Croatia,TBD,Final,high,Diamond,3,6026,0.99,2018
719,France,Croatia,TBD,Final,high,Diamond,5,6026,0.95,2018
720,France,Croatia,TBD,Final,high,Diamond,7,6026,0.95,2018
721,Russia,Saudi Arabia,TBD,Group Stage,low,Bronze,3,259,0.24,2018
722,Russia,Saudi Arabia,TBD,Group Stage,low,Bronze,5,259,0.32,2018
723,Russia,Saudi Arabia,TBD,Group Stage,low,Bronze,7,259,0.3,2018
724,Russia,Saudi Arabia,TBD,Group Stage,low,Gold,3,619,0.49,2018
725,Russia,Saudi Arabia,TBD,Group Stage,low,Gold,5,619,0.27,2018
726,Russia,Saudi Arabia,TBD,Group Stage,low,Gold,7,619,0.32,2018
727,Russia,Saudi Arabia,TBD,Group Stage,low,Diamond,3,825,0.43,2018
728,Russia,Saudi Arabia,TBD,Group Stage,low,Diamond,5,825,0.3,2018
729,Russia,Saudi Arabia,TBD,Group Stage,low,Diamond,7,825,0.31,2018
730,Egypt,Uruguay,TBD,Group Stage,low,Bronze,3,259,0.48,2018
731,Egypt,Uruguay,TBD,Group Stage,low,Bronze,5,259,0.22,2018
732,Egypt,Uruguay,TBD,Group Stage,low,Bronze,7,259,0.35,2018
733,Egypt,Uruguay,TBD,Group Stage,low,Gold,3,619,0.27,2018
734,Egypt,Uruguay,TBD,Group Stage,low,Gold,5,619,0.44,2018
735,Egypt,Uruguay,TBD,Group Stage,low,Gold,7,619,0.45,2018
736,Egypt,Uruguay,TBD,Group Stage,low,Diamond,3,825,0.43,2018
737,Egypt,Uruguay,TBD,Group Stage,low,Diamond,5,825,0.3,2018
738,Egypt,Uruguay,TBD,Group Stage,low,Diamond,7,825,0.21,2018
739,Russia,Egypt,TBD,Group Stage,low,Bronze,3,259,0.3,2018
740,Russia,Egypt,TBD,Group Stage,low,Bronze,5,259,0.29,2018
741,Russia,Egypt,TBD,Group Stage,low,Bronze,7,259,0.26,2018
742,Russia,Egypt,TBD,Group Stage,low,Gold,3,619,0.48,2018
743,Russia,Egypt,TBD,Group Stage,low,Gold,5,619,0.41,2018
744,Russia,Egypt,TBD,Group Stage,low,Gold,7,619,0.39,2018
745,Russia,Egypt,TBD,Group Stage,low,Diamond,3,825,0.33,2018
746,Russia,Egypt,TBD,Group Stage,low,Diamond,5,825,0.33,2018
747,Russia,Egypt,TBD,Group Stage,low,Diamond,7,825,0.28,2018
748,Uruguay,Saudi Arabia,TBD,Group Stage,low,Bronze,3,259,0.21,2018
749,Uruguay,Saudi Arabia,TBD,Group Stage,low,Bronze,5,259,0.42,2018
750,Uruguay,Saudi Arabia,TBD,Group Stage,low,Bronze,7,259,0.32,2018
751,Uruguay,Saudi Arabia,TBD,Group Stage,low,Gold,3,619,0.22,2018
752,Uruguay,Saudi Arabia,TBD,Group Stage,low,Gold,5,619,0.39,2018
753,Uruguay,Saudi Arabia,TBD,Group Stage,low,Gold,7,619,0.34,2018
754,Uruguay,Saudi Arabia,TBD,Group Stage,low,Diamond,3,825,0.5,2018
755,Uruguay,Saudi Arabia,TBD,Group Stage,low,Diamond,5,825,0.39,2018
756,Uruguay,Saudi Arabia,TBD,Group Stage,low,Diamond,7,825,0.32,2018
757,Uruguay,Russia,TBD,Group Stage,low,Bronze,3,259,0.39,2018
758,Uruguay,Russia,TBD,Group Stage,low,Bronze,5,259,0.37,2018
759,Uruguay,Russia,TBD,Group Stage,low,Bronze,7,259,0.22,2018
760,Uruguay,Russia,TBD,Group Stage,low,Gold,3,619,0.29,2018
761,Uruguay,Russia,TBD,Group Stage,low,Gold,5,619,0.34,2018
762,Uruguay,Russia,TBD,Group Stage,low,Gold,7,619,0.3,2018
763,Uruguay,Russia,TBD,Group Stage,low,Diamond,3,825,0.37,2018
764,Uruguay,Russia,TBD,Group Stage,low,Diamond,5,825,0.41,2018
765,Uruguay,Russia,TBD,Group Stage,low,Diamond,7,825,0.24,2018
766,Saudi Arabia,Egypt,TBD,Group Stage,low,Bronze,3,259,0.35,2018
767,Saudi Arabia,Egypt,TBD,Group Stage,low,Bronze,5,259,0.34,2018
768,Saudi Arabia,Egypt,TBD,Group Stage,low,Bronze,7,259,0.39,2018
769,Saudi Arabia,Egypt,TBD,Group Stage,low,Gold,3,619,0.46,2018
770,Saudi Arabia,Egypt,TBD,Group Stage,low,Gold,5,619,0.33,2018
771,Saudi Arabia,Egypt,TBD,Group Stage,low,Gold,7,619,0.27,2018
772,Saudi Arabia,Egypt,TBD,Group Stage,low,Diamond,3,825,0.38,2018
773,Saudi Arabia,Egypt,TBD,Group Stage,low,Diamond,5,825,0.4,2018
774,Saudi Arabia,Egypt,TBD,Group Stage,low,Diamond,7,825,0.32,2018
775,Morocco,Iran,TBD,Group Stage,low,Bronze,3,259,0.43,2018
776,Morocco,Iran,TBD,Group Stage,low,Bronze,5,259,0.44,2018
777,Morocco,Iran,TBD,Group Stage,low,Bronze,7,259,0.46,2018
778,Morocco,Iran,TBD,Group Stage,low,Gold,3,619,0.39,2018
779,Morocco,Iran,TBD,Group Stage,low,Gold,5,619,0.43,2018
780,Morocco,Iran,TBD,Group Stage,low,Gold,7,619,0.2,2018
781,Morocco,Iran,TBD,Group Stage,low,Diamond,3,825,0.38,2018
782,Morocco,Iran,TBD,Group Stage,low,Diamond,5,825,0.24,2018
783,Morocco,Iran,TBD,Group Stage,low,Diamond,7,825,0.4,2018
784,Portugal,Spain,TBD,Group Stage,low,Bronze,3,259,0.22,2018
785,Portugal,Spain,TBD,Group Stage,low,Bronze,5,259,0.26,2018
786,Portugal,Spain,TBD,Group Stage,low,Bronze,7,259,0.27,2018
787,Portugal,Spain,TBD,Group Stage,low,Gold,3,619,0.31,2018
788,Portugal,Spain,TBD,Group Stage,low,Gold,5,619,0.47,2018
789,Portugal,Spain,TBD,Group Stage,low,Gold,7,619,0.43,2018
790,Portugal,Spain,TBD,Group Stage,low,Diamond,3,825,0.33,2018
791,Portugal,Spain,TBD,Group Stage,low,Diamond,5,825,0.21,2018
792,Portugal,Spain,TBD,Group Stage,low,Diamond,7,825,0.33,2018
793,Portugal,Morocco,TBD,Group Stage,low,Bronze,3,259,0.31,2018
794,Portugal,Morocco,TBD,Group Stage,low,Bronze,5,259,0.33,2018
795,Portugal,Morocco,TBD,Group Stage,low,Bronze,7,259,0.39,2018
796,Portugal,Morocco,TBD,Group Stage,low,Gold,3,619,0.35,2018
797,Portugal,Morocco,TBD,Group Stage,low,Gold,5,619,0.28,2018
798,Portugal,Morocco,TBD,Group Stage,low,Gold,7,619,0.4,2018
799,Portugal,Morocco,TBD,Group Stage,low,Diamond,3,825,0.24,2018
800,Portugal,Morocco,TBD,Group Stage,low,Diamond,5,825,0.23,2018
801,Portugal,Morocco,TBD,Group Stage,low,Diamond,7,825,0.48,2018
802,Iran,Spain,TBD,Group Stage,low,Bronze,3,259,0.45,2018
803,Iran,Spain,TBD,Group Stage,low,Bronze,5,259,0.44,2018
804,Iran,Spain,TBD,Group Stage,low,Bronze,7,259,0.36,2018
805,Iran,Spain,TBD,Group Stage,low,Gold,3,619,0.22,2018
806,Iran,Spain,TBD,Group Stage,low,Gold,5,619,0.38,2018
807,Iran,Spain,TBD,Group Stage,low,Gold,7,619,0.45,2018
808,Iran,Spain,TBD,Group Stage,low,Diamond,3,825,0.42,2018
809,Iran,Spain,TBD,Group Stage,low,Diamond,5,825,0.27,2018
810,Iran,Spain,TBD,Group Stage,low,Diamond,7,825,0.21,2018
811,Iran,Portugal,TBD,Group Stage,low,Bronze,3,259,0.25,2018
812,Iran,Portugal,TBD,Group Stage,low,Bronze,5,259,0.29,2018
813,Iran,Portugal,TBD,Group Stage,low,Bronze,7,259,0.32,2018
814,Iran,Portugal,TBD,Group Stage,low,Gold,3,619,0.41,2018
815,Iran,Portugal,TBD,Group Stage,low,Gold,5,619,0.31,2018
816,Iran,Portugal,TBD,Group Stage,low,Gold,7,619,0.27,2018
817,Iran,Portugal,TBD,Group Stage,low,Diamond,3,825,0.33,2018
818,Iran,Portugal,TBD,Group Stage,low,Diamond,5,825,0.38,2018
819,Iran,Portugal,TBD,Group Stage,low,Diamond,7,825,0.39,2018
820,Spain,Morocco,TBD,Group Stage,low,Bronze,3,259,0.22,2018
821,Spain,Morocco,TBD,Group Stage,low,Bronze,5,259,0.36,2018
822,Spain,Morocco,TBD,Group Stage,low,Bronze,7,259,0.22,2018
823,Spain,Morocco,TBD,Group Stage,low,Gold,3,619,0.3,2018
824,Spain,Morocco,TBD,Group Stage,low,Gold,5,619,0.25,2018
825,Spain,Morocco,TBD,Group Stage,low,Gold,7,619,0.4,2018
826,Spain,Morocco,TBD,Group Stage,low,Diamond,3,825,0.29,2018
827,Spain,Morocco,TBD,Group Stage,low,Diamond,5,825,0.21,2018
828,Spain,Morocco,TBD,Group Stage,low,Diamond,7,825,0.23,2018
829,France,Australia,TBD,Group Stage,low,Bronze,3,259,0.31,2018
830,France,Australia,TBD,Group Stage,low,Bronze,5,259,0.46,2018
831,France,Australia,TBD,Group Stage,low,Bronze,7,259,0.21,2018
832,France,Australia,TBD,Group Stage,low,Gold,3,619,0.47,2018
833,France,Australia,TBD,Group Stage,low,Gold,5,619,0.2,2018
834,France,Australia,TBD,Group Stage,low,Gold,7,619,0.3,2018
835,France,Australia,TBD,Group Stage,low,Diamond,3,825,0.38,2018
836,France,Australia,TBD,Group Stage,low,Diamond,5,825,0.24,2018
837,France,Australia,TBD,Group Stage,low,Diamond,7,825,0.21,2018
838,Peru,Denmark,TBD,Group Stage,low,Bronze,3,259,0.26,2018
839,Peru,Denmark,TBD,Group Stage,low,Bronze,5,259,0.39,2018
840,Peru,Denmark,TBD,Group Stage,low,Bronze,7,259,0.43,2018
841,Peru,Denmark,TBD,Group Stage,low,Gold,3,619,0.49,2018
842,Peru,Denmark,TBD,Group Stage,low,Gold,5,619,0.4,2018
843,Peru,Denmark,TBD,Group Stage,low,Gold,7,619,0.33,2018
844,Peru,Denmark,TBD,Group Stage,low,Diamond,3,825,0.47,2018
845,Peru,Denmark,TBD,Group Stage,low,Diamond,5,825,0.36,2018
846,Peru,Denmark,TBD,Group Stage,low,Diamond,7,825,0.4,2018
847,Denmark,Australia,TBD,Group Stage,low,Bronze,3,259,0.24,2018
848,Denmark,Australia,TBD,Group Stage,low,Bronze,5,259,0.49,2018
849,Denmark,Australia,TBD,Group Stage,low,Bronze,7,259,0.48,2018
850,Denmark,Australia,TBD,Group Stage,low,Gold,3,619,0.2,2018
851,Denmark,Australia,TBD,Group Stage,low,Gold,5,619,0.34,2018
852,Denmark,Australia,TBD,Group Stage,low,Gold,7,619,0.45,2018
853,Denmark,Australia,TBD,Group Stage,low,Diamond,3,825,0.44,2018
854,Denmark,Australia,TBD,Group Stage,low,Diamond,5,825,0.38,2018
855,Denmark,Australia,TBD,Group Stage,low,Diamond,7,825,0.26,2018
856,France,Peru,TBD,Group Stage,low,Bronze,3,259,0.36,2018
857,France,Peru,TBD,Group Stage,low,Bronze,5,259,0.23,2018
858,France,Peru,TBD,Group Stage,low,Bronze,7,259,0.33,2018
859,France,Peru,TBD,Group Stage,low,Gold,3,619,0.31,2018
860,France,Peru,TBD,Group Stage,low,Gold,5,619,0.41,2018
861,France,Peru,TBD,Group Stage,low,Gold,7,619,0.27,2018
862,France,Peru,TBD,Group Stage,low,Diamond,3,825,0.25,2018
863,France,Peru,TBD,Group Stage,low,Diamond,5,825,0.48,2018
864,France,Peru,TBD,Group Stage,low,Diamond,7,825,0.47,2018
865,Denmark,France,TBD,Group Stage,low,Bronze,3,259,0.38,2018
866,Denmark,France,TBD,Group Stage,low,Bronze,5,259,0.42,2018
867,Denmark,France,TBD,Group Stage,low,Bronze,7,259,0.36,2018
868,Denmark,France,TBD,Group Stage,low,Gold,3,619,0.36,2018
869,Denmark,France,TBD,Group Stage,low,Gold,5,619,0.45,2018
870,Denmark,France,TBD,Group Stage,low,Gold,7,619,0.33,2018
871,Denmark,France,TBD,Group Stage,low,Diamond,3,825,0.22,2018
872,Denmark,France,TBD,Group Stage,low,Diamond,5,825,0.4,2018
873,Denmark,France,TBD,Group Stage,low,Diamond,7,825,0.36,2018
874,Australia,Peru,TBD,Group Stage,low,Bronze,3,259,0.31,2018
875,Australia,Peru,TBD,Group Stage,low,Bronze,5,259,0.46,2018
876,Australia,Peru,TBD,Group Stage,low,Bronze,7,259,0.43,2018
877,Australia,Peru,TBD,Group Stage,low,Gold,3,619,0.43,2018
878,Australia,Peru,TBD,Group Stage,low,Gold,5,619,0.49,2018
879,Australia,Peru,TBD,Group Stage,low,Gold,7,619,0.28,2018
880,Australia,Peru,TBD,Group Stage,low,Diamond,3,825,0.34,2018
881,Australia,Peru,TBD,Group Stage,low,Diamond,5,825,0.35,2018
882,Australia,Peru,TBD,Group Stage,low,Diamond,7,825,0.35,2018
883,Argentina,Iceland,TBD,Group Stage,low,Bronze,3,259,0.28,2018
884,Argentina,Iceland,TBD,Group Stage,low,Bronze,5,259,0.42,2018
885,Argentina,Iceland,TBD,Group Stage,low,Bronze,7,259,0.25,2018
886,Argentina,Iceland,TBD,Group Stage,low,Gold,3,619,0.3,2018
887,Argentina,Iceland,TBD,Group Stage,low,Gold,5,619,0.26,2018
888,Argentina,Iceland,TBD,Group Stage,low,Gold,7,619,0.39,2018
889,Argentina,Iceland,TBD,Group Stage,low,Diamond,3,825,0.46,2018
890,Argentina,Iceland,TBD,Group Stage,low,Diamond,5,825,0.4,2018
891,Argentina,Iceland,TBD,Group Stage,low,Diamond,7,825,0.3,2018
892,Croatia,Nigeria,TBD,Group Stage,low,Bronze,3,259,0.35,2018
893,Croatia,Nigeria,TBD,Group Stage,low,Bronze,5,259,0.26,2018
894,Croatia,Nigeria,TBD,Group Stage,low,Bronze,7,259,0.25,2018
895,Croatia,Nigeria,TBD,Group Stage,low,Gold,3,619,0.35,2018
896,Croatia,Nigeria,TBD,Group Stage,low,Gold,5,619,0.42,2018
897,Croatia,Nigeria,TBD,Group Stage,low,Gold,7,619,0.25,2018
898,Croatia,Nigeria,TBD,Group Stage,low,Diamond,3,825,0.35,2018
899,Croatia,Nigeria,TBD,Group Stage,low,Diamond,5,825,0.23,2018
900,Croatia,Nigeria,TBD,Group Stage,low,Diamond,7,825,0.43,2018
901,Argentina,Croatia,TBD,Group Stage,low,Bronze,3,259,0.39,2018
902,Argentina,Croatia,TBD,Group Stage,low,Bronze,5,259,0.48,2018
903,Argentina,Croatia,TBD,Group Stage,low,Bronze,7,259,0.43,2018
904,Argentina,Croatia,TBD,Group Stage,low,Gold,3,619,0.35,2018
905,Argentina,Croatia,TBD,Group Stage,low,Gold,5,619,0.49,2018
906,Argentina,Croatia,TBD,Group Stage,low,Gold,7,619,0.36,2018
907,Argentina,Croatia,TBD,Group Stage,low,Diamond,3,825,0.45,2018
908,Argentina,Croatia,TBD,Group Stage,low,Diamond,5,825,0.36,2018
909,Argentina,Croatia,TBD,Group Stage,low,Diamond,7,825,0.24,2018
910,Nigeria,Iceland,TBD,Group Stage,low,Bronze,3,259,0.44,2018
911,Nigeria,Iceland,TBD,Group Stage,low,Bronze,5,259,0.35,2018
912,Nigeria,Iceland,TBD,Group Stage,low,Bronze,7,259,0.44,2018
913,Nigeria,Iceland,TBD,Group Stage,low,Gold,3,619,0.3,2018
914,Nigeria,Iceland,TBD,Group Stage,low,Gold,5,619,0.46,2018
915,Nigeria,Iceland,TBD,Group Stage,low,Gold,7,619,0.48,2018
916,Nigeria,Iceland,TBD,Group Stage,low,Diamond,3,825,0.41,2018
917,Nigeria,Iceland,TBD,Group Stage,low,Diamond,5,825,0.42,2018
918,Nigeria,Iceland,TBD,Group Stage,low,Diamond,7,825,0.23,2018
919,Nigeria,Argentina,TBD,Group Stage,low,Bronze,3,259,0.22,2018
920,Nigeria,Argentina,TBD,Group Stage,low,Bronze,5,259,0.31,2018
921,Nigeria,Argentina,TBD,Group Stage,low,Bronze,7,259,0.35,2018
922,Nigeria,Argentina,TBD,Group Stage,low,Gold,3,619,0.22,2018
923,Nigeria,Argentina,TBD,Group Stage,low,Gold,5,619,0.22,2018
924,Nigeria,Argentina,TBD,Group Stage,low,Gold,7,619,0.26,2018
925,Nigeria,Argentina,TBD,Group Stage,low,Diamond,3,825,0.38,2018
926,Nigeria,Argentina,TBD,Group Stage,low,Diamond,5,825,0.26,2018
927,Nigeria,Argentina,TBD,Group Stage,low,Diamond,7,825,0.35,2018
928,Iceland,Croatia,TBD,Group Stage,low,Bronze,3,259,0.42,2018
929,Iceland,Croatia,TBD,Group Stage,low,Bronze,5,259,0.21,2018
930,Iceland,Croatia,TBD,Group Stage,low,Bronze,7,259,0.28,2018
931,Iceland,Croatia,TBD,Group Stage,low,Gold,3,619,0.32,2018
932,Iceland,Croatia,TBD,Group Stage,low,Gold,5,619,0.21,2018
933,Iceland,Croatia,TBD,Group Stage,low,Gold,7,619,0.27,2018
934,Iceland,Croatia,TBD,Group Stage,low,Diamond,3,825,0.23,2018
935,Iceland,Croatia,TBD,Group Stage,low,Diamond,5,825,0.33,2018
936,Iceland,Croatia,TBD,Group Stage,low,Diamond,7,825,0.33,2018
937,Costa Rica,Serbia,TBD,Group Stage,low,Bronze,3,259,0.23,2018
938,Costa Rica,Serbia,TBD,Group Stage,low,Bronze,5,259,0.26,2018
939,Costa Rica,Serbia,TBD,Group Stage,low,Bronze,7,259,0.27,2018
940,Costa Rica,Serbia,TBD,Group Stage,low,Gold,3,619,0.39,2018
941,Costa Rica,Serbia,TBD,Group Stage,low,Gold,5,619,0.21,2018
942,Costa Rica,Serbia,TBD,Group Stage,low,Gold,7,619,0.22,2018
943,Costa Rica,Serbia,TBD,Group Stage,low,Diamond,3,825,0.4,2018
944,Costa Rica,Serbia,TBD,Group Stage,low,Diamond,5,825,0.42,2018
945,Costa Rica,Serbia,TBD,Group Stage,low,Diamond,7,825,0.31,2018
946,Brazil,Switzerland,TBD,Group Stage,low,Bronze,3,259,0.32,2018
947,Brazil,Switzerland,TBD,Group Stage,low,Bronze,5,259,0.38,2018
948,Brazil,Switzerland,TBD,Group Stage,low,Bronze,7,259,0.23,2018
949,Brazil,Switzerland,TBD,Group Stage,low,Gold,3,619,0.46,2018
950,Brazil,Switzerland,TBD,Group Stage,low,Gold,5,619,0.34,2018
951,Brazil,Switzerland,TBD,Group Stage,low,Gold,7,619,0.4,2018
952,Brazil,Switzerland,TBD,Group Stage,low,Diamond,3,825,0.26,2018
953,Brazil,Switzerland,TBD,Group Stage,low,Diamond,5,825,0.23,2018
954,Brazil,Switzerland,TBD,Group Stage,low,Diamond,7,825,0.48,2018
955,Brazil,Costa Rica,TBD,Group Stage,low,Bronze,3,259,0.43,2018
956,Brazil,Costa Rica,TBD,Group Stage,low,Bronze,5,259,0.23,2018
957,Brazil,Costa Rica,TBD,Group Stage,low,Bronze,7,259,0.48,2018
958,Brazil,Costa Rica,TBD,Group Stage,low,Gold,3,619,0.42,2018
959,Brazil,Costa Rica,TBD,Group Stage,low,Gold,5,619,0.46,2018
960,Brazil,Costa Rica,TBD,Group Stage,low,Gold,7,619,0.49,2018
961,Brazil,Costa Rica,TBD,Group Stage,low,Diamond,3,825,0.49,2018
962,Brazil,Costa Rica,TBD,Group Stage,low,Diamond,5,825,0.41,2018
